Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Juan Yepez","STL",79,340,311,76,45,16,1,14,40,45,23,1,76,3,2,0,5,1,0,0.244549,0.0682397,0.22449,0.303976,0.30124,0.434954,0.318786,0.736194,0.190404,2.67362,0.278388,,-0.260739,41.3524,2.44276,108.742,-0.260739,-0.09,3.195288598537445,-7.77801975607872,0.718757,324.6199951171875,,,,"18400"
"Jack Suwinski","PIT",89,378,336,74,43,16,2,13,42,44,36,1,114,4,2,1,6,4,1,0.21904,0.095338,0.302282,0.315394,0.30005,0.394014,0.30438,0.694063,0.174973,4.18732,0.286778,,0.0127521,41.63,-1.61131,94.9305,0.0127521,1.57,-2.214580266736448,-3.760874390602112,0.706108,458.8500061035156,,,,"22244"
"Miguel Andújar",,94,399,373,96,67,19,1,9,41,44,19,1,61,3,4,1,8,3,1,0.258568,0.0482193,0.152618,0.315948,0.29683,0.390118,0.298386,0.686948,0.13155,3.75336,0.285235,,-0.11365,42.0025,-3.59739,90.8336,-0.11365,1.28,-4.3606656566262245,-2.346543312072754,0.702013,590.9199829101562,,,,"15878"
"Rob Refsnyder","BOS",68,292,259,65,44,13,1,8,35,31,26,0,76,4,2,0,6,2,1,0.250836,0.0889902,0.258897,0.343729,0.326694,0.394982,0.318607,0.721676,0.144146,3.47308,0.322981,,-0.229011,35.4897,2.05744,102.229,-0.229011,-0.97,0.504509761929512,-3.1187360286712646,0.701442,734.8800048828125,,,,"13770"
"Wil Myers","CIN",126,534,480,115,73,24,2,16,61,59,47,1,152,3,3,1,9,6,2,0.240293,0.0876496,0.283937,0.308694,0.309368,0.398883,0.310618,0.708252,0.158591,4.00631,0.314603,,-0.125149,61.413,0.36986,92.6725,-0.125149,0.68,-4.66996556520462,-6.670948326587677,0.691741,255.35000610351562,,,,"10047"
"Eric Haase","DET",81,312,284,63,37,13,1,11,32,36,22,0,93,3,2,0,4,1,0,0.220407,0.0719403,0.298349,0.241128,0.281848,0.39301,0.29439,0.674858,0.172603,3.00795,0.282806,,-0.210013,31.8589,-3.80302,92.028,-0.210013,-4.16,-3.0078230053186417,-0.4099998474121094,0.682157,291.5799865722656,,,,"14111"
"Lenyn Sosa","CHW",66,281,263,66,45,13,1,6,28,30,13,1,54,2,2,0,5,2,0,0.249822,0.047336,0.191667,0.24697,0.289114,0.377718,0.290595,0.666832,0.127896,3.235,0.289789,,-0.109851,27.8723,-4.27553,87.5376,-0.109851,0.22,-4.0526020005345345,1.594999998807907,0.680394,730,,,,"22896"
"Cavan Biggio","TOR",79,340,292,63,39,14,2,8,38,33,41,1,91,3,3,1,5,3,1,0.21571,0.120815,0.268485,0.449987,0.316415,0.358913,0.301073,0.675328,0.143203,4.22212,0.280389,,-0.0288436,36.5499,-2.34268,96.1455,-0.0288436,-0.2,-1.504163345322013,-2.8820986300706863,0.674779,593.9600219726562,,,,"19252"
"Adalberto Mondesi","BOS",118,495,459,97,62,19,3,12,62,40,27,1,156,3,3,3,5,39,7,0.211528,0.0547867,0.314777,0.174049,0.257943,0.348932,0.265118,0.606875,0.137404,8.11404,0.288339,,4.49442,39.0424,-17.5353,66.8374,4.49442,0.44,-13.970256805419922,4.578608453273773,0.665484,242.19000244140625,,,,"13769"
"Nolan Jones","COL",73,312,276,68,43,15,2,8,38,33,32,1,91,2,1,0,6,2,1,0.246416,0.102371,0.290594,0.352282,0.327605,0.403383,0.321094,0.730988,0.156967,4.33663,0.334261,,-0.107237,38.5125,2.81354,91.9498,-0.107237,2.02,-3.0272317677736282,-1.5244896411895752,0.622999,483.80999755859375,,,,"20529"
"Jake Meyers","HOU",53,233,212,50,34,10,1,5,26,23,16,0,62,3,1,0,4,4,1,0.234756,0.0689186,0.266235,0.258864,0.295871,0.363691,0.290625,0.659562,0.128935,4.88471,0.305845,,0.0789068,23.0867,-3.53523,88.7066,0.0789068,0.78,-2.8798791840672493,1.3996220827102661,0.621706,710.0399780273438,,,,"20308"
"Isiah Kiner-Falefa","NYY",62,264,244,63,50,10,1,1,28,19,14,0,39,3,2,1,6,8,2,0.258002,0.0547255,0.146936,0.372443,0.30664,0.32521,0.280979,0.63185,0.067208,5.52495,0.300492,,0.406981,24.1983,-6.04124,82.103,0.406981,0.21,-4.919035017490387,2.4257244616746902,0.620941,441.5799865722656,,,,"16512"
"Alek Thomas","ARI",36,151,139,36,25,8,1,2,17,15,10,0,29,1,1,0,3,3,1,0.262449,0.0690744,0.191008,0.36163,0.318052,0.383509,0.307852,0.70156,0.12106,5.42313,0.315826,,0.097864,17.0946,-0.227842,96.0261,0.097864,1.06,-0.6015719249844551,1.4135352671146393,0.619456,413.3800048828125,,,,"23792"
"Triston Casas","BOS",120,515,450,106,66,24,2,15,60,57,57,3,121,4,3,0,10,2,1,0.235871,0.111185,0.234583,0.47397,0.326274,0.394465,0.316637,0.720739,0.158594,3.18398,0.288389,,-0.425048,61.7233,2.81891,100.839,-0.425048,-1.07,0.06123819947242737,-10.572924017906189,0.615801,239.27000427246094,,,,"22514"
"Abraham Toro","MIL",42,180,162,38,24,8,1,5,20,20,14,0,32,3,1,0,3,2,1,0.235577,0.0757229,0.180472,0.419583,0.303882,0.395407,0.306234,0.699289,0.159829,4.34744,0.261154,,-0.0266071,20.0677,-0.501649,96.2333,-0.0266071,-0.04,-0.8138420972973108,0.6081481203436852,0.612735,624,,,,"19844"
"Luis Guillorme","NYM",55,240,212,53,44,8,1,0,23,18,23,1,37,2,1,1,7,1,0,0.249353,0.0976245,0.153256,0.637003,0.326265,0.300289,0.283699,0.626554,0.0509353,3.22791,0.297753,,-0.237073,22.4489,-4.95767,87.2198,-0.237073,0.57,-3.7959578782320023,1.5345061421394348,0.607742,734.5,,,,"16451"
"Curt Casali","CIN",62,247,216,45,28,8,0,8,25,28,25,1,74,3,1,1,3,0,0,0.208743,0.102303,0.297706,0.343637,0.298987,0.364467,0.294605,0.663453,0.155724,1.82938,0.270685,,-0.236219,25.3113,-2.97421,81.7274,-0.236219,0.92,-5.487738817930222,2.934294879436493,0.60419,743.9199829101562,,,,"12510"
"Chad Pinder",,89,385,356,84,55,16,1,12,41,44,23,0,108,4,2,1,8,2,1,0.237241,0.0586321,0.280068,0.209349,0.288496,0.390399,0.296864,0.678894,0.153158,2.9861,0.302969,,-0.283283,40.1014,-3.93989,91.3049,-0.283283,0.97,-4.113057494163513,-2.748383045196533,0.601473,720.3099975585938,,,,"15191"
"Stuart Fairchild","CIN",57,239,216,51,31,11,1,8,27,27,18,1,68,5,1,0,4,3,1,0.235296,0.0732712,0.285076,0.257023,0.30444,0.400968,0.30883,0.705408,0.165672,4.67078,0.305558,,0.0627622,27.2169,-0.174248,91.45,0.0627622,2.03,-2.316788710653782,-0.10624337196350098,0.5903,749.0800170898438,,,,"20321"
"Jordan Luplow","ATL",37,161,141,32,18,6,0,7,21,19,17,0,41,2,1,0,2,2,1,0.226374,0.104396,0.252179,0.413976,0.314242,0.42371,0.322853,0.737952,0.197337,4.29853,0.265447,,-0.0344814,20.0586,1.67349,105.625,-0.0344814,1.12,1.0162966139614582,-0.8594238758087158,0.583444,745.6500244140625,,,,"16424"
"Edward Olivares","KCR",70,291,268,68,47,14,2,6,32,29,18,0,56,4,2,1,5,6,2,0.254643,0.0601461,0.193008,0.311626,0.306922,0.382554,0.30229,0.689476,0.127911,4.9856,0.300202,,0.213066,31.601,-1.72561,93.0695,0.213066,0.82,-2.0599609315395355,-1.6491357684135437,0.583402,356.19000244140625,,,,"19698"
"Francisco Álvarez","NYM",29,121,107,25,16,5,0,4,14,14,12,1,31,2,1,0,2,1,0,0.231951,0.0958185,0.252762,0.379085,0.315545,0.391075,0.310234,0.70662,0.159124,3.03549,0.284989,,-0.0648054,13.8653,0.0468425,105.357,-0.0648054,0.48,0.6873088777065277,0.7647923529148102,0.57861,354.7699890136719,,,,"26121"
"Robbie Grossman",,96,413,356,80,52,17,2,9,47,38,49,1,102,4,3,1,6,8,2,0.225311,0.119773,0.246813,0.485279,0.324929,0.360711,0.306246,0.685639,0.1354,4.79963,0.286346,,0.260786,46.0961,-1.14824,97.8198,0.260786,-2.79,-0.7693252265453339,-7.2344441413879395,0.57767,677.5800170898438,,,,"5254"
"Didi Gregorius",,49,210,191,44,30,9,1,5,21,21,13,1,34,2,2,1,4,1,0,0.23121,0.0597602,0.1622,0.368435,0.284276,0.361474,0.28259,0.64575,0.130264,3.94884,0.256235,,-0.0655514,19.4921,-4.53046,81.3925,-0.0655514,0.87,-4.5359416753053665,3.138518452644348,0.574311,999,,,,"6012"
"Kevin Pillar",,50,217,201,48,30,10,1,7,24,25,11,0,43,3,1,0,3,2,1,0.239361,0.0500791,0.198376,0.252445,0.287723,0.399678,0.299076,0.687402,0.160318,4.44407,0.271297,,-0.0247353,22.9839,-1.83938,92.8408,-0.0247353,1.06,-1.8020476140081882,0.06793642044067383,0.562995,999,,,,"12434"
"Nicky Lopez","KCR",94,393,356,89,70,15,3,1,39,25,28,1,57,3,2,5,10,11,3,0.249043,0.07055,0.144414,0.488527,0.306468,0.312639,0.276904,0.619107,0.0635961,5.53639,0.292264,,0.578471,34.6996,-10.2526,75.1552,0.578471,1.27,-10.412461698055267,3.257882833480835,0.561004,492.5799865722656,,,,"19339"
"Jordan Walker","STL",97,416,382,94,64,19,2,9,46,43,27,1,102,5,2,1,8,6,1,0.245306,0.0638364,0.244267,0.261339,0.300618,0.375065,0.296156,0.675683,0.12976,4.75628,0.309419,,0.284831,43.1478,-4.49672,93.2741,0.284831,0,-2.971154361963272,-5.688271522521973,0.56009,999,,,,"sa3014464"
"Riley Adams","WSN",45,173,154,32,20,7,0,5,17,18,14,0,59,4,1,0,3,0,0,0.207236,0.0825677,0.337769,0.24445,0.289329,0.356178,0.286895,0.645507,0.148942,2.47684,0.293824,,-0.145358,16.6858,-3.14738,81.9978,-0.145358,-0.2,-3.7731129080057144,3.272222086787224,0.559039,745.5800170898438,,,,"19864"
"Jarren Duran","BOS",57,244,223,55,36,11,2,5,31,23,17,0,66,3,1,0,4,8,2,0.247349,0.0689305,0.270549,0.25478,0.306839,0.390493,0.305624,0.697332,0.143143,7.06568,0.326826,,0.744158,27.0626,-0.797582,93.0671,0.744158,-1.94,-1.1566925644874573,-1.2949383854866028,0.55586,552.27001953125,,,,"24617"
"Shea Langeliers","OAK",118,456,416,92,58,19,2,12,42,49,32,1,126,4,3,1,6,2,0,0.220108,0.0708299,0.277037,0.25567,0.280499,0.363542,0.282535,0.644041,0.143433,3.23028,0.282903,,-0.242356,42.302,-9.85649,87.6323,-0.242356,-7.14,-6.59070448577404,-2.6516499519348145,0.552157,283.80999755859375,,,,"25816"
"Tyler Freeman","CLE",34,145,133,37,27,8,1,2,16,15,7,0,17,4,1,0,4,2,1,0.280047,0.0467494,0.119846,0.390077,0.330982,0.382893,0.314695,0.713875,0.102846,4.33184,0.310237,,-0.00642976,17.1101,0.568556,104.953,-0.00642976,-0.78,0.7998330346308649,-0.1553674340248108,0.550534,743.3099975585938,,,,"22532"
"Seby Zavala","CHW",52,201,180,35,22,8,0,5,18,19,16,0,72,2,1,1,2,0,0,0.196796,0.0819923,0.357677,0.229236,0.2703,0.332354,0.267962,0.602655,0.135559,2.06829,0.288565,,-0.163904,16.2994,-6.66326,71.5658,-0.163904,1.67,-6.589465171098709,5.431573987007141,0.548735,665.6500244140625,,,,"18887"
"Will Brennan","CLE",62,262,240,62,44,13,1,4,28,26,17,1,38,3,2,0,6,5,1,0.259209,0.0631335,0.147097,0.429197,0.31203,0.368408,0.299404,0.680438,0.109199,4.69396,0.293941,,0.264652,27.7825,-2.14983,94.162,0.264652,0.65,-1.4550408124923706,-1.6736332178115845,0.545261,452.5799865722656,,,,"25660"
"Matt Duffy",,78,336,305,78,62,13,1,3,34,27,24,0,64,4,2,0,8,3,1,0.255574,0.0723855,0.189736,0.381506,0.317349,0.329439,0.289868,0.646788,0.0738645,3.66935,0.313189,,-0.251667,33.1301,-5.30595,86.4466,-0.251667,0.1,-5.461511939764023,-0.3629629835486412,0.542109,746.3099975585938,,,,"13836"
"Mike Brosseau","MIL",44,187,167,39,24,8,1,6,21,20,15,0,51,4,1,0,3,1,1,0.233005,0.0785743,0.272451,0.288398,0.306263,0.394393,0.307971,0.700655,0.161388,3.93868,0.29608,,-0.110483,21.0971,-0.263291,97.4204,-0.110483,-0.33,-0.670344740152359,-0.46580250561237335,0.539439,747.4600219726562,,,,"19683"
"Harold Castro","COL",65,280,261,69,53,12,1,4,27,27,14,1,54,1,2,2,6,1,1,0.265959,0.0497944,0.191578,0.259918,0.303489,0.364751,0.292156,0.668241,0.0987925,3.25083,0.318293,,-0.20861,28.1172,-3.91283,88.035,-0.20861,-0.88,-4.041352137923241,-0.12768518924713135,0.523647,672.1199951171875,,,,"14691"
"Nate Eaton","KCR",58,244,222,52,36,11,2,4,25,20,16,0,58,3,2,1,4,7,2,0.235203,0.0649091,0.23685,0.274051,0.29231,0.34814,0.282958,0.640449,0.112937,5.79986,0.299153,,0.573692,22.7107,-5.19068,79.427,0.573692,4.11,-5.075291574001312,2.2999863624572754,0.523077,574.3499755859375,,,,"25055"
"Edmundo Sosa","PHI",57,243,225,55,38,10,1,5,26,23,10,0,57,6,1,1,5,4,1,0.244051,0.0418189,0.232799,0.179635,0.292644,0.365295,0.289075,0.657939,0.121244,5.27319,0.304356,,0.0969489,23.8022,-3.98965,83.5343,0.0969489,0.15,-4.552688330411911,1.3355877697467804,0.519282,691.3099975585938,,,,"17022"
"Carlos Santana","PIT",117,495,426,94,60,19,1,15,53,55,63,2,84,2,3,0,10,1,0,0.221772,0.126948,0.168769,0.752199,0.322454,0.378171,0.310662,0.700625,0.156398,2.18458,0.239136,,-0.482232,56.9668,0.359985,99.2238,-0.482232,0.18,-0.928678572177887,-10.75364238023758,0.519083,421.9200134277344,,,,"2396"
"Odúbel Herrera",,42,182,167,41,28,8,1,5,20,19,12,1,35,2,1,0,4,2,1,0.247897,0.0664671,0.18968,0.350416,0.303599,0.389845,0.303063,0.693445,0.141948,4.55409,0.285702,,0.0274495,19.8532,-0.966281,95.6092,0.0274495,0.64,-0.8867756333202124,-0.15218108892440796,0.515811,999,,,,"11476"
"Connor Joe","PIT",58,247,215,50,35,11,1,4,26,22,27,0,54,3,1,0,5,2,1,0.234153,0.108768,0.216678,0.501981,0.326794,0.350277,0.304145,0.677071,0.116125,3.46072,0.290346,,-0.190084,27.2024,-1.10098,94.7695,-0.190084,1.43,-1.6942842304706573,-1.7141913175582886,0.514965,596.27001953125,,,,"16572"
"Miguel Sanó",,76,329,290,62,33,12,0,16,40,45,34,0,115,3,2,0,4,2,1,0.214676,0.103348,0.349245,0.295919,0.301789,0.426869,0.318065,0.728658,0.212193,2.99899,0.287096,,-0.228989,39.8096,2.1743,106.027,-0.228989,-0.72,2.039416164159775,-7.942222356796265,0.50985,681.4600219726562,,,,"12164"
"Tucker Barnhart","CHC",83,319,285,61,46,11,1,4,27,26,27,1,76,3,2,2,7,0,0,0.214041,0.083897,0.239222,0.350708,0.285723,0.299235,0.263249,0.584958,0.0851938,1.95009,0.275656,,-0.31593,24.7334,-11.7956,67.6774,-0.31593,0,-12.312708616256714,6.40432071685791,0.506151,633.6500244140625,,,,"10200"
"Eric Hosmer","CHC",120,507,459,120,88,19,1,11,54,52,42,3,87,3,3,1,14,3,1,0.260613,0.0823663,0.171167,0.481203,0.32452,0.380194,0.309978,0.704713,0.119581,3.13357,0.298342,,-0.417736,58.1368,0.0937236,99.617,-0.417736,-1.17,-0.6436360478401184,-11.625840067863464,0.501726,471.3500061035156,,,,"3516"
"Jonathan Aranda","TBR",84,359,324,77,52,16,1,8,36,38,27,1,84,5,2,0,8,1,0,0.239039,0.0758235,0.233942,0.324113,0.305771,0.368596,0.297783,0.674367,0.129557,2.86258,0.296295,,-0.292126,37.605,-3.40729,98.2347,-0.292126,0.66,-1.0046229362487793,-5.721766293048859,0.490952,476.30999755859375,,,,"21837"
"José Azocar","SDP",76,329,308,74,56,12,2,4,35,28,16,0,81,2,2,1,6,9,3,0.241533,0.0472905,0.247363,0.191179,0.280642,0.336485,0.271498,0.617127,0.0949517,5.7817,0.312283,,0.497815,27.6271,-9.99259,76.7225,0.497815,3.78,-8.399765223264694,1.9898765087127686,0.48713,749.9199829101562,,,,"18821"
"Travis Jankowski","TEX",58,252,222,52,42,8,1,1,27,15,26,1,56,2,1,1,6,9,2,0.231846,0.103622,0.220902,0.469086,0.315648,0.291079,0.275497,0.606727,0.0592334,5.93644,0.303836,,0.802321,21.9705,-6.85654,76.4671,0.802321,2.89,-5.982140481472015,2.2506702542304993,0.473452,999,,,,"13768"
"Josh Lowe","TBR",63,269,242,53,33,13,1,6,28,25,23,1,89,1,2,1,3,7,1,0.217649,0.0852795,0.332268,0.256659,0.287531,0.349995,0.281425,0.637526,0.132346,5.57428,0.316676,,0.532035,24.7094,-6.0498,86.6911,0.532035,1.82,-3.4966734051704407,-0.5663636922836304,0.471294,448.3500061035156,,,,"19953"
"Luis Torrens",,36,141,129,30,20,6,0,4,15,15,10,0,36,1,1,0,3,0,0,0.232946,0.0707636,0.258597,0.273645,0.291678,0.371563,0.291534,0.663241,0.138617,2.78437,0.293739,,-0.119828,14.0894,-2.04,87.6034,-0.119828,-0.85,-2.119503155350685,1.927777647972107,0.463994,999,,,,"15905"
"Elly De La Cruz","CIN",55,233,217,53,33,11,2,7,27,25,13,1,74,1,1,0,3,6,1,0.242392,0.0549408,0.31872,0.172379,0.286564,0.402411,0.298315,0.688975,0.160019,6.09114,0.334272,,0.536159,24.4962,-2.1123,84.2632,0.536159,0,-3.718436300754547,0.24963688850402832,0.456364,999,,,,"sa3009289"
"Jared Walsh","LAA",115,496,448,104,64,21,1,18,57,58,38,3,136,5,4,0,9,2,1,0.232241,0.0769841,0.274641,0.280308,0.297724,0.405179,0.304838,0.702902,0.172938,3.34732,0.289136,,-0.288181,54.7683,-1.93277,96.3213,-0.288181,-0.34,-2.3409372568130493,-9.213456958532333,0.442003,337.3500061035156,,,,"18607"
"Vidal Bruján","TBR",36,152,138,32,22,7,1,2,17,13,11,0,30,1,1,0,2,8,2,0.232347,0.0715113,0.199765,0.357977,0.292278,0.344866,0.281971,0.637144,0.112518,6.59152,0.280101,,0.689058,14.0044,-3.34692,87.0764,0.689058,0.87,-1.517755389213562,0.8964550346136093,0.441273,510.19000244140625,,,,"20536"
"Tomás Nido","NYM",62,245,225,50,36,10,0,4,22,22,12,1,62,2,2,3,5,0,0,0.221136,0.0507947,0.25174,0.201775,0.265693,0.318873,0.257646,0.584566,0.0977365,2.62048,0.28492,,-0.185522,17.8576,-10.1247,69.4127,-0.185522,0,-8.882076188921928,4.783950328826904,0.432654,741.4600219726562,,,,"13755"
"Korey Lee","HOU",40,161,149,32,21,6,1,4,17,16,10,1,47,1,1,0,3,2,0,0.214168,0.062339,0.293515,0.212388,0.268771,0.343301,0.268924,0.612072,0.129133,4.34775,0.283243,,0.0813982,13.2118,-5.22761,73.3926,0.0813982,0.61,-4.746945649385452,3.696419835090637,0.427969,714.1500244140625,,,,"25543"
"Sal Frelick","MIL",32,138,127,33,24,7,1,2,15,13,9,1,20,1,1,0,3,2,1,0.260668,0.0673851,0.145698,0.4625,0.316391,0.369225,0.300826,0.685616,0.108557,4.88657,0.295568,,0.129858,14.8424,-0.980143,92.5369,0.129858,0,-1.069966897368431,0.49382713437080383,0.427456,999,,,,"sa3017047"
"Evan White","SEA",53,226,206,48,30,8,1,8,25,26,16,0,60,2,1,0,4,2,1,0.232331,0.0727657,0.265014,0.274573,0.293991,0.402603,0.304179,0.696594,0.170272,3.66515,0.283561,,-0.0727732,24.85,-0.999444,102.489,-0.0727732,0.41,0.5605257228016853,-3.679506152868271,0.427094,735.6300048828125,,,,"20078"
"Blake Sabol","SFG",29,114,103,23,15,5,1,2,12,10,9,0,33,1,1,0,2,1,0,0.227594,0.0816189,0.290835,0.280637,0.29474,0.352943,0.286206,0.647683,0.125349,4.55951,0.311466,,0.0145995,10.8752,-2.12534,84.711,0.0145995,0,-2.004978929646313,2.237654209136963,0.42535,999,,,,"sa3010269"
"Nelson Cruz","SDP",97,420,386,95,59,19,1,16,48,54,25,1,99,5,3,1,9,2,1,0.245157,0.0586588,0.235397,0.249191,0.297343,0.42381,0.312592,0.721153,0.178653,2.8023,0.285675,,-0.286569,48.9946,0.949525,102.226,-0.286569,0,0.7830852270126343,-10.478395462036133,0.424099,546.1900024414062,,,,"2434"
"Cooper Hummel","SEA",31,120,105,22,14,5,0,3,13,10,13,0,35,2,1,0,2,2,0,0.209609,0.110341,0.292058,0.377806,0.307334,0.337866,0.290275,0.645201,0.128257,4.4586,0.286034,,0.0175895,11.9028,-1.86118,92.678,0.0175895,-0.87,-0.9742087535560131,1.1740516424179077,0.42277,735.4199829101562,,,,"19458"
"Kerry Carpenter","DET",99,410,374,89,55,19,2,12,43,45,27,3,97,6,3,0,6,4,1,0.237113,0.0651389,0.237091,0.274742,0.295607,0.398084,0.300795,0.693691,0.160971,4.34037,0.285557,,-0.0605429,43.9417,-2.9126,96.5476,-0.0605429,-0.73,-1.652454562485218,-7.420612812042236,0.415096,384.30999755859375,,,,"25961"
"Andy Ibáñez",,39,161,148,35,24,7,1,3,15,15,10,0,27,1,1,0,3,1,0,0.238466,0.0624976,0.165894,0.376733,0.290888,0.359118,0.285835,0.650006,0.120653,3.87789,0.270264,,-0.0707682,15.3734,-3.06113,85.9908,-0.0707682,0.78,-2.612281382083893,1.3721171021461487,0.407912,748.1900024414062,,,,"18819"
"Sean Bouchard","COL",49,208,186,46,27,12,1,6,26,23,18,0,55,2,1,0,3,3,1,0.246836,0.088814,0.262742,0.338028,0.319133,0.422986,0.324175,0.742119,0.17615,4.8668,0.314026,,0.00611202,26.1843,2.38494,94.0557,0.00611202,0.83,-1.4313095430843532,-1.7514175772666931,0.399767,593.5399780273438,,,,"21270"
"Jonah Bride","OAK",34,140,124,29,21,6,0,2,13,12,12,0,26,3,1,1,3,0,0,0.234749,0.0881661,0.1865,0.47274,0.315172,0.33414,0.292114,0.649311,0.0993902,2.50354,0.281263,,-0.136896,14.0762,-1.96419,94.3916,-0.136896,-0.16,-1.0222200900316238,0.3646913468837738,0.3992,999,,,,"24703"
"Jackie Bradley Jr.",,63,273,246,53,34,12,1,6,27,25,21,1,66,4,2,1,5,3,1,0.214208,0.0771914,0.24239,0.31846,0.284628,0.33742,0.276205,0.622048,0.123212,4.50942,0.268386,,0.0123631,23.9549,-7.27436,76.9587,0.0123631,2.19,-7.183917357586324,2.051111117005348,0.398421,999,,,,"12984"
"Keston Hiura","MIL",66,284,252,56,32,11,1,12,35,34,23,0,103,7,1,1,4,4,1,0.22139,0.0807165,0.364465,0.221466,0.301711,0.413308,0.31314,0.715019,0.191918,4.33223,0.31743,,-0.0868974,33.2008,0.764551,100.953,-0.0868974,-0.01,0.2273062765598297,-5.990531692281365,0.395176,498.4200134277344,,,,"20003"
"Taylor Trammell","SEA",52,219,195,40,25,8,1,6,23,21,21,0,64,2,1,0,3,5,1,0.205882,0.0946359,0.293387,0.322563,0.287282,0.350309,0.283323,0.637591,0.144427,4.82632,0.268936,,0.257183,20.4665,-4.59961,87.7722,0.257183,1.59,-2.759162187576294,-0.4964197874069214,0.389885,726.8800048828125,,,,"19960"
"Ezequiel Duran","TEX",83,350,326,74,47,16,2,8,36,33,19,1,92,3,2,0,5,7,2,0.226305,0.0538257,0.263448,0.204312,0.273427,0.361809,0.277158,0.635236,0.135504,5.30554,0.289208,,0.301808,30.9467,-9.05233,78.5729,0.301808,-0.4,-8.13272276520729,0.7240236699581146,0.389734,605.0800170898438,,,,"23733"
"Matt Vierling","DET",73,312,287,72,48,14,2,7,37,31,20,0,67,3,2,0,5,7,2,0.249819,0.0636147,0.213226,0.298344,0.303386,0.385261,0.30146,0.688646,0.135441,5.55255,0.300688,,0.376164,33.6762,-2.05612,91.9995,0.376164,-1.36,-2.528512179851532,-4.314519047737122,0.383448,482.3500061035156,,,,"21558"
"Yonathan Daza","COL",104,444,409,114,87,23,3,1,49,37,26,0,70,3,3,2,11,4,1,0.279217,0.0593318,0.157145,0.37756,0.325805,0.360606,0.303375,0.686411,0.0813894,4.39345,0.331139,,-0.281796,48.5256,-2.24623,79.8389,-0.281796,-1.8,-10.682393819093704,-0.5962963104248047,0.381521,559.3800048828125,,,,"15794"
"Carter Kieboom","WSN",57,237,210,49,34,10,1,5,24,22,22,1,55,3,1,0,5,1,0,0.232253,0.0943763,0.231827,0.407097,0.314286,0.351251,0.29654,0.665537,0.118998,2.92687,0.290501,,-0.213038,24.6563,-2.48965,88.5899,-0.213038,-0.81,-3.360183462500572,-0.985925942659378,0.380822,722.8099975585938,,,,"19958"
"Alex Call","WSN",86,359,321,74,48,16,1,9,39,34,31,0,80,5,2,1,6,6,2,0.22937,0.0850616,0.223396,0.380765,0.303436,0.369236,0.297924,0.672672,0.139866,4.37059,0.276739,,0.0732975,37.7319,-3.37481,89.5361,0.0732975,-1.08,-4.297147259116173,-4.157882809638977,0.379934,668.4199829101562,,,,"19296"
"Zach McKinstry","CHC",36,151,135,33,22,7,1,3,16,14,12,0,35,2,1,1,3,2,1,0.240895,0.0826491,0.233434,0.354058,0.310278,0.36989,0.300421,0.680168,0.128995,4.8313,0.303019,,0.018852,16.1386,-1.11745,93.0847,0.018852,-0.22,-1.1936214659363031,-0.27050506323575974,0.378427,646.8499755859375,,,,"19392"
"Geraldo Perdomo","ARI",47,200,176,39,29,7,1,2,21,15,18,0,42,3,1,2,4,4,1,0.223206,0.0912204,0.209649,0.435111,0.303285,0.315814,0.278862,0.619099,0.0926073,5.20954,0.277423,,0.110602,17.9366,-4.8975,76.2115,0.110602,0.18,-5.408540077507496,2.2558833956718445,0.373159,683.22998046875,,,,"22799"
"Tyler Naquin",,96,413,376,90,55,19,2,13,47,47,30,2,109,4,2,1,6,5,2,0.239181,0.0728219,0.263096,0.276788,0.300297,0.409369,0.307603,0.709667,0.170189,4.80372,0.298541,,0.0801311,46.5412,-0.703053,98.762,0.0801311,-5.02,-0.5047949105501175,-9.464444160461426,0.371303,676.5399780273438,,,,"13359"
"Pedro Severino",,24,96,87,19,13,3,0,3,10,10,7,0,23,1,0,0,2,0,0,0.222908,0.0712443,0.244619,0.291246,0.285177,0.362372,0.285425,0.647549,0.139464,2.15285,0.269992,,-0.0840855,9.12308,-1.8541,86.2413,-0.0840855,0,-1.6186646670103073,1.8518518209457397,0.363006,749.75,,,,"14523"
"Zack Short","DET",37,154,135,27,17,7,1,3,15,14,16,1,44,2,1,0,2,1,0,0.201935,0.105092,0.283631,0.370524,0.292877,0.336208,0.280842,0.629085,0.134272,4.05362,0.268294,,-0.0202974,14.1202,-3.54618,82.4672,-0.0202974,0.32,-3.068515671417117,1.5761727690696716,0.359013,999,,,,"19562"
"Romy Gonzalez","CHW",68,288,264,58,38,12,1,7,31,27,19,1,92,3,1,1,5,5,2,0.220405,0.0643191,0.320266,0.20083,0.27729,0.355478,0.278202,0.632768,0.135073,4.73841,0.306133,,0.192172,25.7176,-7.21432,78.7915,0.192172,-0.21,-6.681253284215927,0.890572115778923,0.353321,713.9199829101562,,,,"21562"
