"Team","G","IP","K.","BB.","HR.9","BABIP","LOB.","GB.","LD.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date"
"Dodgers",9,10.2,0.245,0.102,1.69,0.333,0.563,0.5,0.167,0.333,0.2,89.2,1.59,5.91,4.81,4.24,4.17,0,0.25,0.571,0.101,0.457,0.094,0.313,2019-03-30
"Cubs",4,3,0.273,0,3,0.143,0,0.375,0.25,0.375,0.333,93.5,0.67,6,5.55,3.2,2.93,0,0.5,0.727,0.059,0.471,0.25,0.5,2019-03-30
"Marlins",8,7.1,0.182,0.121,0,0.304,0.545,0.304,0.261,0.435,0,88.6,1.5,6.14,3.21,5.93,5.41,0.1,0.314,0.727,0.116,0.421,0.043,0.391,2019-03-30
"White Sox",3,2.2,0.077,0.154,0,0.2,0.5,0.6,0.2,0.2,0,88.5,1.5,6.75,4.71,6.21,6.39,0,0.188,0.615,0.036,0.418,0.1,0.3,2019-03-30
"Athletics",8,6,0.034,0.103,0,0.4,0.538,0.36,0.2,0.44,0,90.3,2.17,9,4.38,8.03,7.25,0.1,0.327,0.552,0.074,0.479,0.08,0.32,2019-03-30
"Phillies",3,3,0.077,0.077,3,0.4,0.652,0.636,0.182,0.182,0.5,96.2,2,9,7.88,4.87,4.81,-0.1,0.219,0.462,0.088,0.439,0.091,0.636,2019-03-30
"Rangers",6,4.1,0.16,0.24,4.15,0.462,0.714,0.333,0.2,0.467,0.286,95.3,3.23,12.46,11.52,8.74,7.68,-0.2,0.217,0.52,0.079,0.317,0.133,0.533,2019-03-30
"Royals",5,2,0,0.25,0,0.25,0.5,0.5,0.125,0.375,0,86.9,2.5,13.5,9.21,12.2,10.1,0,0.259,0.667,0.114,0.386,0,0.25,2019-03-30
"Braves",4,3,0.125,0.25,6,0.125,0,0.6,0,0.4,0.5,91.3,2.33,21,14.55,8.53,8.16,-0.2,0.289,0.563,0.133,0.367,0.3,0.3,2019-03-30
"Angels",8,9.1,0.222,0.056,0,0.269,1,0.462,0.192,0.346,0,85.9,0.96,0,2.14,4.06,3.89,0.3,0.356,0.667,0.14,0.434,0.038,0.308,2019-03-31
"Indians",6,3,0.154,0.154,0,0.125,1,0.125,0.125,0.75,0,81.1,1,0,4.88,8.86,7.19,0,0.5,0.615,0.195,0.317,0,0.25,2019-03-31
"Rays",9,11,0.222,0.089,0,0.29,1,0.467,0.3,0.233,0,88.7,1.18,0,2.49,3.75,4.14,0.2,0.288,0.622,0.117,0.481,0,0.258,2019-03-31
"Mets",7,6,0.296,0.111,0,0.143,0.429,0.286,0.143,0.571,0,88.9,0.83,0,3.05,5.7,3.98,0.1,0.277,0.556,0.121,0.476,0,0.357,2019-03-31
"Cardinals",9,11.1,0.22,0.122,0.79,0.12,1,0.346,0.192,0.462,0.083,85.1,0.79,0.79,4.36,5.32,4.91,0.1,0.313,0.39,0.108,0.404,0.038,0.231,2019-03-31
"Giants",9,9,0.314,0.057,0,0.409,0.909,0.545,0.182,0.273,0,87.8,1.22,1,1.44,2.76,2.8,0.4,0.429,0.657,0.181,0.465,0,0.182,2019-03-31
"Astros",6,7,0.37,0.037,0,0.375,0.857,0.4,0.2,0.4,0,85.1,1,1.29,0.79,2.49,2.29,0.2,0.353,0.778,0.125,0.469,0,0.188,2019-03-31
"Tigers",8,9,0.158,0.132,0,0.192,0.818,0.48,0.12,0.4,0,83.1,1.11,2,3.88,6.09,5.69,0.2,0.268,0.553,0.059,0.393,0.038,0.192,2019-03-31
"Blue Jays",8,9,0.515,0.03,1,0.231,0.87,0.429,0.143,0.429,0.167,93.7,0.56,2,1.55,1.43,1.14,0.3,0.357,0.606,0.222,0.417,0.143,0.571,2019-03-31
"Twins",5,4.1,0.294,0.059,0,0.273,0.75,0.3,0.1,0.6,0,87.9,0.92,2.08,1.6,4.35,3.48,0.2,0.293,0.529,0.141,0.359,0,0.273,2019-03-31
"Padres",12,10.2,0.239,0.065,0.84,0.31,0.882,0.467,0.267,0.267,0.125,86.7,1.22,2.53,3.78,4.05,3.72,0.1,0.26,0.565,0.111,0.444,0.067,0.3,2019-03-31
"Yankees",6,6.2,0.276,0.034,0,0.35,0.625,0.6,0.15,0.25,0,86.6,1.2,2.7,1.26,2.76,2.73,0.2,0.34,0.655,0.064,0.545,0,0.25,2019-03-31
"Red Sox",11,12.2,0.321,0.094,1.42,0.214,0.804,0.367,0.233,0.4,0.167,85.8,1.03,2.84,4,3.84,3.37,0.2,0.286,0.566,0.113,0.422,0.033,0.233,2019-03-31
"Orioles",8,11,0.255,0.137,1.64,0.357,0.93,0.367,0.233,0.4,0.167,91.1,1.73,3.27,5.4,5.2,4.66,0.1,0.255,0.549,0.088,0.424,0.1,0.5,2019-03-31
"Mariners",11,9.2,0.256,0.093,1.86,0.24,0.588,0.63,0.185,0.185,0.4,90.4,1.24,3.72,5.18,3.52,3.5,-0.1,0.291,0.581,0.132,0.459,0.074,0.407,2019-03-31
"Brewers",11,13.2,0.304,0.071,1.98,0.25,0.833,0.188,0.25,0.563,0.167,90.7,1.1,3.95,4.46,4.22,3.59,0.1,0.348,0.571,0.206,0.436,0.086,0.371,2019-03-31
"Marlins",13,11,0.277,0.085,0,0.333,0.643,0.3,0.3,0.4,0,87.6,1.27,4.09,1.94,4.11,3.77,0.3,0.34,0.745,0.144,0.411,0.033,0.333,2019-03-31
"Pirates",2,2,0.5,0.125,4.5,0,1,0,0.333,0.667,0.5,99.5,1,4.5,7.21,2.7,2.33,-0.1,0.333,0.75,0.188,0.438,0.333,0.667,2019-03-31
"Rockies",9,8,0.121,0.03,2.25,0.269,0.833,0.333,0.222,0.444,0.167,88,1.25,4.5,5.84,5.57,5.19,0,0.333,0.636,0.089,0.468,0.143,0.321,2019-03-31
"Cubs",8,8.1,0.333,0.128,2.16,0.421,0.656,0.524,0.19,0.286,0.333,93.7,1.8,5.4,5.01,3.33,3.6,0.2,0.326,0.641,0.097,0.366,0.143,0.476,2019-03-31
"Reds",5,3.1,0.176,0.235,2.7,0.222,0.893,0.4,0.2,0.4,0.25,88.5,2.1,5.4,8.91,7.4,7.3,-0.1,0.231,0.529,0.053,0.487,0,0.2,2019-03-31
"Phillies",9,7.1,0.194,0.129,2.45,0.263,0.732,0.667,0.143,0.19,0.5,90.2,1.5,6.14,6.76,4.3,4.52,-0.1,0.231,0.581,0.114,0.443,0.048,0.571,2019-03-31
"Dodgers",11,13,0.22,0.102,2.08,0.297,0.57,0.5,0.132,0.368,0.214,90.1,1.54,6.23,5.6,4.74,4.47,0,0.252,0.61,0.092,0.452,0.1,0.325,2019-03-31
"Athletics",10,9,0.095,0.071,0,0.371,0.5,0.4,0.171,0.429,0,89,1.78,7,3.33,6.64,5.85,0.2,0.291,0.595,0.076,0.451,0.057,0.343,2019-03-31
"Rangers",10,9.1,0.13,0.196,2.89,0.286,0.759,0.333,0.167,0.5,0.2,92.5,2.14,7.71,9,8.02,7.31,-0.3,0.261,0.609,0.094,0.343,0.097,0.419,2019-03-31
"White Sox",8,6.2,0.1,0.1,0,0.25,0.333,0.522,0.217,0.261,0,88.5,1.35,8.1,3.66,5.45,5.64,0.1,0.225,0.567,0.075,0.408,0.042,0.333,2019-03-31
"Diamondbacks",9,15,0.075,0.15,3.6,0.34,0.752,0.224,0.31,0.466,0.222,88.3,2.4,9.6,10.61,8.99,7.56,-0.4,0.226,0.6,0.066,0.459,0.085,0.39,2019-03-31
"Royals",9,5.1,0.148,0.148,1.69,0.294,0.521,0.333,0.167,0.5,0.111,85.1,1.88,10.13,6.96,7.88,6.29,-0.2,0.292,0.593,0.123,0.387,0.056,0.278,2019-03-31
"Braves",9,7.2,0.229,0.143,4.7,0.167,0.156,0.455,0.091,0.455,0.4,93.8,1.57,12.91,9.87,5.68,5.04,-0.3,0.277,0.514,0.119,0.377,0.227,0.409,2019-03-31
"Nationals",8,4.1,0.12,0.12,0,0.526,0.462,0.368,0.579,0.053,0,86.5,3,14.54,3.91,4.37,5.54,0.1,0.304,0.56,0.136,0.415,0.053,0.263,2019-03-31
"Angels",11,12.2,0.235,0.078,0,0.257,1,0.486,0.171,0.343,0,85.3,1.03,0,2.27,4.15,3.98,0.4,0.343,0.608,0.138,0.429,0.029,0.286,2019-04-01
"Rays",13,13,0.192,0.096,0,0.27,1,0.486,0.286,0.229,0,88.2,1.15,0,2.83,4.05,4.53,0.3,0.29,0.577,0.102,0.462,0,0.216,2019-04-01
"Astros",7,9,0.424,0.03,0,0.333,0.857,0.353,0.235,0.412,0,86.1,0.78,1,0.44,1.98,1.79,0.3,0.387,0.788,0.168,0.479,0,0.222,2019-04-01
"Giants",11,12,0.255,0.059,0,0.4,0.824,0.531,0.219,0.25,0,89.5,1.42,1.5,1.8,3.12,3.38,0.6,0.438,0.667,0.159,0.473,0,0.2,2019-04-01
"Pirates",5,5,0.368,0.105,1.8,0.111,1,0.4,0.2,0.4,0.25,92.6,0.8,1.8,4.21,3.21,3.04,0,0.24,0.526,0.099,0.451,0.2,0.5,2019-04-01
"Padres",15,14.2,0.241,0.069,0.61,0.243,0.89,0.447,0.263,0.289,0.091,85,0.95,1.84,3.42,4.02,3.79,0.2,0.258,0.569,0.104,0.443,0.053,0.263,2019-04-01
"Mets",11,9.1,0.279,0.07,0.96,0.25,0.603,0.28,0.16,0.56,0.071,90.9,1.07,1.93,3.96,5.55,3.73,0.1,0.306,0.442,0.129,0.443,0.04,0.36,2019-04-01
"Red Sox",15,18,0.316,0.101,1.5,0.262,0.904,0.311,0.2,0.489,0.136,87.4,1.22,2.5,4.1,4.37,3.57,0.2,0.292,0.62,0.12,0.443,0.044,0.311,2019-04-01
"Indians",9,6.2,0.172,0.103,0,0.316,0.727,0.158,0.368,0.474,0,89,1.35,2.7,3.96,6.65,5.58,0,0.455,0.724,0.165,0.353,0,0.368,2019-04-01
"Reds",9,9.2,0.186,0.163,0.93,0.259,0.809,0.296,0.333,0.37,0.1,89.8,1.55,2.79,5.08,5.79,5.91,0,0.309,0.581,0.092,0.405,0,0.321,2019-04-01
"Brewers",14,17.2,0.286,0.071,1.53,0.214,0.859,0.244,0.268,0.488,0.15,88.4,0.96,3.06,4.01,4.05,3.63,0.2,0.34,0.586,0.191,0.44,0.067,0.333,2019-04-01
"Yankees",9,11.2,0.302,0.132,0.77,0.31,0.705,0.6,0.1,0.3,0.111,84.9,1.46,3.09,3.39,3.81,3.89,0.2,0.301,0.585,0.097,0.431,0.033,0.233,2019-04-01
"Orioles",11,16.1,0.253,0.127,1.65,0.364,0.933,0.468,0.191,0.34,0.188,89.2,1.78,3.31,5.36,4.92,4.45,0,0.274,0.582,0.121,0.429,0.106,0.468,2019-04-01
"Cardinals",12,13.1,0.204,0.13,0.68,0.235,0.769,0.371,0.171,0.457,0.063,87.1,1.2,3.38,4.34,5.75,5.19,0.1,0.316,0.463,0.105,0.393,0.029,0.257,2019-04-01
"Tigers",12,13,0.179,0.089,0.69,0.263,0.783,0.395,0.237,0.368,0.071,86.6,1.23,3.46,4.29,5.43,4.9,0.2,0.271,0.571,0.074,0.437,0.077,0.308,2019-04-01
"Blue Jays",15,15,0.344,0.078,0.6,0.324,0.739,0.4,0.2,0.4,0.071,89.9,1.13,3.6,2.55,3.54,2.95,0.5,0.36,0.625,0.173,0.398,0.171,0.457,2019-04-01
"Marlins",15,12,0.269,0.096,0,0.333,0.688,0.273,0.273,0.455,0,87.3,1.33,3.75,2.13,4.62,4.05,0.3,0.328,0.712,0.15,0.405,0.03,0.303,2019-04-01
"Twins",8,9.1,0.31,0.143,0,0.348,0.714,0.409,0.182,0.409,0,87.9,1.5,3.86,2.36,4.28,4.13,0.4,0.304,0.667,0.123,0.374,0.043,0.261,2019-04-01
"Rockies",11,9.1,0.132,0.053,1.93,0.241,0.854,0.333,0.2,0.467,0.143,87.7,1.18,3.86,5.57,5.77,5.3,0,0.346,0.579,0.095,0.449,0.129,0.323,2019-04-01
"Mariners",16,13.1,0.23,0.148,2.03,0.206,0.696,0.541,0.189,0.27,0.3,92,1.43,4.05,6.29,4.86,4.89,-0.3,0.219,0.541,0.115,0.455,0.081,0.459,2019-04-01
"Phillies",12,10.1,0.195,0.098,1.74,0.222,0.761,0.552,0.138,0.31,0.222,88.9,1.16,4.35,5.34,4.56,4.52,0,0.25,0.585,0.113,0.412,0.034,0.483,2019-04-01
"Dodgers",17,19,0.202,0.071,1.89,0.316,0.67,0.441,0.153,0.407,0.167,88.6,1.47,5.21,5.11,4.88,4.38,0,0.294,0.619,0.09,0.468,0.066,0.295,2019-04-01
"Athletics",13,12,0.115,0.077,0,0.31,0.529,0.429,0.143,0.429,0,88.8,1.42,5.25,3.21,6.2,5.6,0.4,0.284,0.615,0.072,0.472,0.048,0.333,2019-04-01
"White Sox",11,9,0.1,0.075,0,0.273,0.417,0.5,0.188,0.313,0,88.1,1.33,7,3.33,5.54,5.46,0.1,0.247,0.575,0.068,0.418,0.03,0.333,2019-04-01
"Royals",13,9.1,0.128,0.17,0.96,0.323,0.645,0.375,0.25,0.375,0.083,87.3,2.04,7.71,6.21,7.38,6.77,-0.2,0.254,0.532,0.112,0.363,0.031,0.313,2019-04-01
"Rangers",14,12.2,0.154,0.185,2.84,0.359,0.779,0.429,0.143,0.429,0.222,90.6,2.37,7.82,8.58,7.3,6.66,-0.4,0.244,0.662,0.095,0.381,0.093,0.395,2019-04-01
"Diamondbacks",12,18.2,0.112,0.163,2.89,0.323,0.71,0.284,0.284,0.433,0.207,88.7,2.25,8.2,9.27,8.18,7.02,-0.3,0.233,0.582,0.072,0.452,0.074,0.382,2019-04-01
"Cubs",12,11.2,0.286,0.143,3.09,0.393,0.575,0.531,0.188,0.281,0.444,93.8,1.97,8.49,6.99,4.06,4.26,-0.2,0.274,0.661,0.079,0.375,0.156,0.563,2019-04-01
"Braves",12,11.1,0.222,0.167,3.97,0.185,0.538,0.469,0.156,0.375,0.417,92.3,1.68,10.32,9.48,5.85,5.45,-0.4,0.3,0.537,0.122,0.369,0.188,0.375,2019-04-01
"Nationals",12,7.1,0.175,0.075,0,0.533,0.474,0.3,0.5,0.2,0,86.3,2.59,12.27,2.53,4.16,4.68,0.3,0.337,0.625,0.142,0.443,0.033,0.233,2019-04-01
"Rays",18,21,0.232,0.073,0,0.268,0.955,0.453,0.245,0.302,0,85.6,1,0.43,2.4,3.92,3.96,0.6,0.285,0.61,0.123,0.45,0,0.179,2019-04-02
"Astros",9,11.1,0.4,0.025,0,0.261,0.857,0.318,0.227,0.455,0,85.6,0.62,0.79,0.66,2.41,1.97,0.5,0.405,0.75,0.158,0.459,0,0.217,2019-04-02
"Angels",15,16.1,0.257,0.114,0.55,0.262,0.969,0.465,0.186,0.349,0.067,86.2,1.22,1.1,3.46,4.49,4.24,0.3,0.307,0.586,0.113,0.42,0.047,0.302,2019-04-02
"Giants",15,16,0.234,0.063,0,0.333,0.842,0.5,0.214,0.286,0,89.4,1.19,1.13,2.09,3.58,3.72,0.6,0.408,0.656,0.145,0.452,0,0.222,2019-04-02
"Mets",14,13,0.281,0.07,0.69,0.273,0.705,0.353,0.176,0.471,0.063,89.3,1.08,1.38,3.37,4.82,3.56,0.2,0.322,0.474,0.141,0.439,0.029,0.294,2019-04-02
"Yankees",13,15.2,0.265,0.132,0.57,0.25,0.753,0.537,0.122,0.341,0.071,85,1.28,2.3,3.47,4.42,4.36,0.3,0.28,0.588,0.091,0.427,0.049,0.268,2019-04-02
"Reds",13,14.1,0.175,0.143,0.63,0.286,0.825,0.357,0.333,0.31,0.077,88.9,1.53,2.51,4.47,5.37,5.68,0.2,0.31,0.603,0.102,0.429,0,0.302,2019-04-02
"Cardinals",18,20.1,0.207,0.134,0.89,0.184,0.856,0.392,0.176,0.431,0.091,86.9,1.08,2.66,4.89,5.76,5.18,0,0.34,0.537,0.118,0.373,0.039,0.275,2019-04-02
"Tigers",14,16,0.212,0.076,0.56,0.25,0.795,0.386,0.205,0.409,0.056,87.5,1.06,2.81,3.59,5.01,4.35,0.3,0.286,0.576,0.089,0.434,0.089,0.311,2019-04-02
"Blue Jays",17,22,0.352,0.068,0.82,0.261,0.792,0.354,0.167,0.479,0.087,89.5,0.91,2.86,2.8,3.7,2.8,0.6,0.354,0.614,0.156,0.408,0.167,0.417,2019-04-02
"Brewers",17,21.2,0.267,0.058,1.25,0.236,0.833,0.352,0.241,0.407,0.136,87,0.97,2.91,3.58,3.8,3.54,0.5,0.362,0.558,0.183,0.416,0.052,0.31,2019-04-02
"Padres",18,21,0.233,0.058,0.43,0.276,0.708,0.475,0.254,0.271,0.063,86,1.05,3,2.93,3.82,3.69,0.4,0.297,0.605,0.095,0.442,0.034,0.271,2019-04-02
"Red Sox",17,20,0.3,0.089,1.8,0.28,0.841,0.333,0.167,0.5,0.148,87.9,1.3,3.15,4.46,4.55,3.6,0.1,0.296,0.6,0.129,0.455,0.056,0.352,2019-04-02
"Mariners",20,17,0.205,0.137,1.59,0.182,0.73,0.511,0.17,0.319,0.2,90.2,1.24,3.18,5.68,5.15,5.08,-0.2,0.235,0.521,0.107,0.456,0.064,0.383,2019-04-02
"Twins",8,9.1,0.31,0.143,0,0.348,0.714,0.409,0.182,0.409,0,87.9,1.5,3.86,2.36,4.28,4.13,0.4,0.304,0.667,0.123,0.374,0.043,0.261,2019-04-02
"Rockies",14,11.2,0.188,0.083,1.54,0.273,0.82,0.324,0.235,0.441,0.133,89.4,1.29,3.86,4.93,5.26,4.84,0,0.303,0.583,0.114,0.435,0.143,0.371,2019-04-02
"Pirates",13,11,0.32,0.14,1.64,0.261,0.704,0.4,0.2,0.4,0.2,87.8,1.36,4.09,5.12,4.57,3.98,-0.1,0.27,0.58,0.135,0.452,0.12,0.36,2019-04-02
